id,job_id,skill_name,domain,category
161,9,MATLAB,data_science,languages
162,9,NumPy,data_science,data_processing
163,9,Hive,data_science,big_data
164,9,Pig,data_science,big_data
165,9,MongoDB,web_dev,databases
166,9,Cassandra,data_science,databases
167,9,HBase,data_science,databases
168,9,Oracle,data_science,databases
169,9,machine learning,data_science,concepts
170,9,regression,data_science,concepts
171,9,statistical analysis,data_science,concepts
172,9,data mining,data_science,concepts
173,9,data warehouse,data_science,concepts
174,9,anomaly detection,data_science,concepts
175,9,compliance,cyber_security,concepts
176,9,teamwork,general,soft_skills
177,9,analytical,general,soft_skills
178,9,interpersonal,general,soft_skills
179,9,agile,general,soft_skills
180,9,project management,general,soft_skills
181,10,R,data_science,languages
182,10,SQL,data_science,languages
183,10,MATLAB,data_science,languages
184,10,NumPy,data_science,data_processing
185,10,Hive,data_science,big_data
186,10,Pig,data_science,big_data
187,10,MongoDB,web_dev,databases
188,10,Cassandra,data_science,databases
189,10,HBase,data_science,databases
190,10,Oracle,data_science,databases
191,10,machine learning,data_science,concepts
192,10,regression,data_science,concepts
193,10,statistical analysis,data_science,concepts
194,10,data mining,data_science,concepts
195,10,data warehouse,data_science,concepts
196,10,anomaly detection,data_science,concepts
197,10,compliance,cyber_security,concepts
198,10,teamwork,general,soft_skills
199,10,analytical,general,soft_skills
200,10,interpersonal,general,soft_skills
201,10,agile,general,soft_skills
202,10,project management,general,soft_skills
203,11,R,data_science,languages
204,11,SQL,data_science,languages
205,11,MATLAB,data_science,languages
206,11,NumPy,data_science,data_processing
207,11,Hive,data_science,big_data
208,11,Pig,data_science,big_data
209,11,MongoDB,web_dev,databases
210,11,Cassandra,data_science,databases
211,11,HBase,data_science,databases
212,11,Oracle,data_science,databases
213,11,machine learning,data_science,concepts
214,11,regression,data_science,concepts
215,11,statistical analysis,data_science,concepts
216,11,data mining,data_science,concepts
217,11,data warehouse,data_science,concepts
218,11,anomaly detection,data_science,concepts
219,11,compliance,cyber_security,concepts
220,11,teamwork,general,soft_skills
221,11,analytical,general,soft_skills
222,11,interpersonal,general,soft_skills
223,11,agile,general,soft_skills
224,11,project management,general,soft_skills
225,12,R,data_science,languages
226,12,SQL,data_science,languages
227,12,MATLAB,data_science,languages
228,12,NumPy,data_science,data_processing
229,12,Hive,data_science,big_data
230,12,Pig,data_science,big_data
231,12,MongoDB,web_dev,databases
232,12,Cassandra,data_science,databases
233,12,HBase,data_science,databases
234,12,Oracle,data_science,databases
235,12,machine learning,data_science,concepts
236,12,regression,data_science,concepts
237,12,statistical analysis,data_science,concepts
238,12,data mining,data_science,concepts
239,12,data warehouse,data_science,concepts
240,12,anomaly detection,data_science,concepts
241,12,compliance,cyber_security,concepts
242,12,teamwork,general,soft_skills
243,12,analytical,general,soft_skills
244,12,interpersonal,general,soft_skills
245,12,agile,general,soft_skills
246,12,project management,general,soft_skills
247,13,Python,web_dev,languages
248,13,R,data_science,languages
249,13,Julia,data_science,languages
250,13,machine learning,data_science,concepts
251,13,time series,data_science,concepts
252,13,predictive modeling,data_science,concepts
253,13,communication,general,soft_skills
254,13,analytical,general,soft_skills
255,13,interpersonal,general,soft_skills
256,13,proactive,general,soft_skills
257,14,R,data_science,languages
258,14,SQL,data_science,languages
259,14,MATLAB,data_science,languages
260,14,NumPy,data_science,data_processing
261,14,Hive,data_science,big_data
262,14,Pig,data_science,big_data
263,14,MongoDB,web_dev,databases
264,14,Cassandra,data_science,databases
265,14,HBase,data_science,databases
266,14,Oracle,data_science,databases
267,14,machine learning,data_science,concepts
268,14,regression,data_science,concepts
269,14,statistical analysis,data_science,concepts
270,14,data mining,data_science,concepts
271,14,data warehouse,data_science,concepts
272,14,anomaly detection,data_science,concepts
273,14,compliance,cyber_security,concepts
274,14,teamwork,general,soft_skills
275,14,analytical,general,soft_skills
276,14,interpersonal,general,soft_skills
277,14,agile,general,soft_skills
278,14,project management,general,soft_skills
279,15,Python,web_dev,languages
280,15,R,data_science,languages
281,15,Julia,data_science,languages
282,15,machine learning,data_science,concepts
283,15,time series,data_science,concepts
284,15,predictive modeling,data_science,concepts
285,15,communication,general,soft_skills
286,15,analytical,general,soft_skills
287,15,interpersonal,general,soft_skills
288,15,proactive,general,soft_skills
289,16,communication,general,soft_skills
290,16,collaboration,general,soft_skills
291,16,analytical,general,soft_skills
292,16,organization,general,soft_skills
293,17,Python,web_dev,languages
294,17,R,data_science,languages
295,17,Julia,data_science,languages
296,17,machine learning,data_science,concepts
297,17,time series,data_science,concepts
298,17,predictive modeling,data_science,concepts
299,17,communication,general,soft_skills
300,17,analytical,general,soft_skills
301,17,interpersonal,general,soft_skills
302,17,proactive,general,soft_skills
303,18,Python,web_dev,languages
304,18,R,data_science,languages
305,18,Julia,data_science,languages
306,18,machine learning,data_science,concepts
307,18,time series,data_science,concepts
308,18,predictive modeling,data_science,concepts
309,18,communication,general,soft_skills
310,18,analytical,general,soft_skills
311,18,interpersonal,general,soft_skills
312,18,proactive,general,soft_skills
313,19,Python,web_dev,languages
314,19,TensorFlow,data_science,ml_ai_frameworks
315,19,PyTorch,data_science,ml_ai_frameworks
316,19,scikit-learn,data_science,ml_ai_frameworks
317,19,LangChain,data_science,ml_ai_frameworks
318,19,LlamaIndex,data_science,ml_ai_frameworks
319,19,Pandas,data_science,data_processing
320,19,NumPy,data_science,data_processing
321,19,Airflow,data_science,big_data
322,19,Databricks,data_science,databases
323,19,MLflow,data_science,mlops
324,19,Kubeflow,data_science,mlops
325,19,SageMaker,data_science,mlops
326,19,machine learning,data_science,concepts
327,19,generative AI,data_science,concepts
328,19,Foundation,web_dev,css_styling
329,19,Docker,web_dev,devops_tools
330,19,AWS,web_dev,devops_tools
331,19,compliance,cyber_security,concepts
332,19,communication,general,soft_skills
333,19,interpersonal,general,soft_skills
334,19,organization,general,soft_skills
335,19,mentoring,general,soft_skills
336,19,CI/CD,web_dev,devops_tools
337,20,Python,web_dev,languages
338,20,TensorFlow,data_science,ml_ai_frameworks
339,20,PyTorch,data_science,ml_ai_frameworks
340,20,scikit-learn,data_science,ml_ai_frameworks
341,20,LangChain,data_science,ml_ai_frameworks
342,20,LlamaIndex,data_science,ml_ai_frameworks
343,20,Pandas,data_science,data_processing
344,20,NumPy,data_science,data_processing
345,20,Airflow,data_science,big_data
346,20,Databricks,data_science,databases
347,20,MLflow,data_science,mlops
348,20,Kubeflow,data_science,mlops
349,20,SageMaker,data_science,mlops
350,20,machine learning,data_science,concepts
351,20,generative AI,data_science,concepts
352,20,Foundation,web_dev,css_styling
353,20,Docker,web_dev,devops_tools
354,20,AWS,web_dev,devops_tools
355,20,compliance,cyber_security,concepts
356,20,communication,general,soft_skills
357,20,interpersonal,general,soft_skills
358,20,organization,general,soft_skills
359,20,mentoring,general,soft_skills
360,20,CI/CD,web_dev,devops_tools
361,21,Python,web_dev,languages
362,21,TensorFlow,data_science,ml_ai_frameworks
363,21,PyTorch,data_science,ml_ai_frameworks
364,21,scikit-learn,data_science,ml_ai_frameworks
365,21,LangChain,data_science,ml_ai_frameworks
366,21,LlamaIndex,data_science,ml_ai_frameworks
367,21,Pandas,data_science,data_processing
368,21,NumPy,data_science,data_processing
369,21,Airflow,data_science,big_data
370,21,Databricks,data_science,databases
371,21,MLflow,data_science,mlops
372,21,Kubeflow,data_science,mlops
373,21,SageMaker,data_science,mlops
374,21,machine learning,data_science,concepts
375,21,generative AI,data_science,concepts
376,21,Foundation,web_dev,css_styling
377,21,Docker,web_dev,devops_tools
378,21,AWS,web_dev,devops_tools
379,21,compliance,cyber_security,concepts
380,21,communication,general,soft_skills
381,21,interpersonal,general,soft_skills
382,21,organization,general,soft_skills
383,21,mentoring,general,soft_skills
384,21,CI/CD,web_dev,devops_tools
385,22,Python,web_dev,languages
386,22,R,data_science,languages
387,22,MATLAB,data_science,languages
388,22,Java,web_dev,languages
389,22,Spark,data_science,big_data
390,22,Hadoop,data_science,big_data
391,22,Kafka,data_science,big_data
392,22,HDFS,data_science,big_data
393,22,machine learning,data_science,concepts
394,22,regression,data_science,concepts
395,22,statistical analysis,data_science,concepts
396,22,data mining,data_science,concepts
397,24,Python,web_dev,languages
398,24,R,data_science,languages
399,24,SQL,data_science,languages
400,24,Scala,data_science,languages
401,24,MATLAB,data_science,languages
402,24,NumPy,data_science,data_processing
403,24,PySpark,data_science,data_processing
404,24,Spark,data_science,big_data
405,24,Hadoop,data_science,big_data
406,24,Hive,data_science,big_data
407,24,Pig,data_science,big_data
408,24,MongoDB,web_dev,databases
409,24,Cassandra,data_science,databases
410,24,HBase,data_science,databases
411,24,machine learning,data_science,concepts
412,24,regression,data_science,concepts
413,24,statistical analysis,data_science,concepts
414,24,data mining,data_science,concepts
415,24,ETL,data_science,concepts
416,24,data warehouse,data_science,concepts
417,24,anomaly detection,data_science,concepts
418,24,AWS,web_dev,devops_tools
419,24,Azure,web_dev,devops_tools
420,24,GCP,web_dev,devops_tools
421,24,compliance,cyber_security,concepts
422,24,communication,general,soft_skills
423,24,teamwork,general,soft_skills
424,24,adaptability,general,soft_skills
425,24,time management,general,soft_skills
426,24,attention to detail,general,soft_skills
427,24,analytical,general,soft_skills
428,24,interpersonal,general,soft_skills
429,24,creativity,general,soft_skills
430,24,agile,general,soft_skills
431,25,Python,web_dev,languages
432,25,SQL,data_science,languages
433,25,Scala,data_science,languages
434,25,PyTorch,data_science,ml_ai_frameworks
435,25,H2O,data_science,ml_ai_frameworks
436,25,NLTK,data_science,ml_ai_frameworks
437,25,Tableau,data_science,bi_tools
438,25,Spark,data_science,big_data
439,25,machine learning,data_science,concepts
440,25,generative AI,data_science,concepts
441,25,LLM,data_science,concepts
442,25,AWS,web_dev,devops_tools
443,25,communication,general,soft_skills
444,25,analytical,general,soft_skills
445,25,organization,general,soft_skills
446,25,decision making,general,soft_skills
447,26,Python,web_dev,languages
448,26,SQL,data_science,languages
449,26,Scala,data_science,languages
450,26,PyTorch,data_science,ml_ai_frameworks
451,26,H2O,data_science,ml_ai_frameworks
452,26,NLTK,data_science,ml_ai_frameworks
453,26,Tableau,data_science,bi_tools
454,26,Spark,data_science,big_data
455,26,machine learning,data_science,concepts
456,26,generative AI,data_science,concepts
457,26,LLM,data_science,concepts
458,26,AWS,web_dev,devops_tools
459,26,communication,general,soft_skills
460,26,analytical,general,soft_skills
461,26,organization,general,soft_skills
462,26,decision making,general,soft_skills
463,27,Python,web_dev,languages
464,27,scikit-learn,data_science,ml_ai_frameworks
465,27,Pandas,data_science,data_processing
466,27,NumPy,data_science,data_processing
467,27,MySQL,web_dev,databases
468,27,MongoDB,web_dev,databases
469,27,Oracle,data_science,databases
470,27,machine learning,data_science,concepts
471,27,ETL,data_science,concepts
472,27,data pipeline,data_science,concepts
473,27,AWS,web_dev,devops_tools
474,27,Azure,web_dev,devops_tools
475,27,GCP,web_dev,devops_tools
476,27,communication,general,soft_skills
477,27,collaboration,general,soft_skills
478,27,agile,general,soft_skills
479,28,Python,web_dev,languages
480,28,SQL,data_science,languages
481,28,Scala,data_science,languages
482,28,PyTorch,data_science,ml_ai_frameworks
483,28,H2O,data_science,ml_ai_frameworks
484,28,NLTK,data_science,ml_ai_frameworks
485,28,Tableau,data_science,bi_tools
486,28,Spark,data_science,big_data
487,28,machine learning,data_science,concepts
488,28,generative AI,data_science,concepts
489,28,LLM,data_science,concepts
490,28,AWS,web_dev,devops_tools
491,28,communication,general,soft_skills
492,28,analytical,general,soft_skills
493,28,organization,general,soft_skills
494,28,decision making,general,soft_skills
495,29,Python,web_dev,languages
496,29,R,data_science,languages
497,29,SQL,data_science,languages
498,29,analytical,general,soft_skills
499,30,SQL,data_science,languages
500,30,Tableau,data_science,bi_tools
501,30,Power BI,data_science,bi_tools
502,30,Looker,data_science,bi_tools
503,30,communication,general,soft_skills
504,30,leadership,general,soft_skills
505,30,critical thinking,general,soft_skills
506,30,attention to detail,general,soft_skills
507,30,analytical,general,soft_skills
508,31,SQL,data_science,languages
509,31,Power BI,data_science,bi_tools
510,31,compliance,cyber_security,concepts
511,31,communication,general,soft_skills
512,31,leadership,general,soft_skills
513,31,collaboration,general,soft_skills
514,31,analytical,general,soft_skills
515,31,interpersonal,general,soft_skills
516,31,organization,general,soft_skills
517,32,Python,web_dev,languages
518,32,R,data_science,languages
519,32,SQL,data_science,languages
520,32,SAS,data_science,languages
521,32,machine learning,data_science,concepts
522,32,regression,data_science,concepts
523,32,statistical analysis,data_science,concepts
524,32,compliance,cyber_security,concepts
525,32,analytical,general,soft_skills
526,32,proactive,general,soft_skills
527,32,decision making,general,soft_skills
528,33,Python,web_dev,languages
529,33,SQL,data_science,languages
530,33,Power BI,data_science,bi_tools
531,33,incident response,cyber_security,concepts
532,33,SOC,cyber_security,concepts
533,33,network security,cyber_security,concepts
534,33,forensics,cyber_security,concepts
535,33,GIAC,cyber_security,certifications
536,34,Python,web_dev,languages
537,34,SQL,data_science,languages
538,34,Power BI,data_science,bi_tools
539,34,incident response,cyber_security,concepts
540,34,SOC,cyber_security,concepts
541,34,network security,cyber_security,concepts
542,34,forensics,cyber_security,concepts
543,34,GIAC,cyber_security,certifications
544,35,machine learning,data_science,concepts
545,35,classification,data_science,concepts
546,35,teamwork,general,soft_skills
547,35,collaboration,general,soft_skills
548,35,attention to detail,general,soft_skills
549,35,analytical,general,soft_skills
550,35,organization,general,soft_skills
551,36,Python,web_dev,languages
552,36,R,data_science,languages
553,36,Power BI,data_science,bi_tools
554,36,natural language processing,data_science,concepts
555,36,classification,data_science,concepts
556,36,organization,general,soft_skills
557,36,mentoring,general,soft_skills
558,37,compliance,cyber_security,concepts
559,39,communication,general,soft_skills
560,39,collaboration,general,soft_skills
561,39,attention to detail,general,soft_skills
562,39,analytical,general,soft_skills
563,41,Python,web_dev,languages
564,41,R,data_science,languages
565,41,SQL,data_science,languages
566,41,Tableau,data_science,bi_tools
567,41,Power BI,data_science,bi_tools
568,41,compliance,cyber_security,concepts
569,41,audit,cyber_security,concepts
570,41,communication,general,soft_skills
571,41,analytical,general,soft_skills
572,41,interpersonal,general,soft_skills
573,41,organization,general,soft_skills
574,42,Python,web_dev,languages
575,42,R,data_science,languages
576,42,SQL,data_science,languages
577,42,Tableau,data_science,bi_tools
578,42,Power BI,data_science,bi_tools
579,42,machine learning,data_science,concepts
580,42,Swift,web_dev,mobile
581,42,AWS,web_dev,devops_tools
582,42,GCP,web_dev,devops_tools
583,42,communication,general,soft_skills
584,42,collaboration,general,soft_skills
585,42,analytical,general,soft_skills
586,42,organization,general,soft_skills
587,43,Python,web_dev,languages
588,43,R,data_science,languages
589,43,machine learning,data_science,concepts
590,43,statistical analysis,data_science,concepts
591,43,communication,general,soft_skills
592,43,organization,general,soft_skills
593,43,self-motivated,general,soft_skills
594,43,mentoring,general,soft_skills
595,44,Python,web_dev,languages
596,44,R,data_science,languages
597,44,SQL,data_science,languages
598,44,Tableau,data_science,bi_tools
599,44,Power BI,data_science,bi_tools
600,44,statistical analysis,data_science,concepts
601,44,communication,general,soft_skills
602,44,adaptability,general,soft_skills
603,44,collaboration,general,soft_skills
604,44,attention to detail,general,soft_skills
605,44,presentation,general,soft_skills
606,44,analytical,general,soft_skills
607,44,agile,general,soft_skills
608,45,Python,web_dev,languages
609,45,R,data_science,languages
610,45,SQL,data_science,languages
611,45,Tableau,data_science,bi_tools
612,45,Power BI,data_science,bi_tools
613,45,statistical analysis,data_science,concepts
614,45,communication,general,soft_skills
615,45,adaptability,general,soft_skills
616,45,collaboration,general,soft_skills
617,45,attention to detail,general,soft_skills
618,45,presentation,general,soft_skills
619,45,analytical,general,soft_skills
620,45,agile,general,soft_skills
621,46,Python,web_dev,languages
622,46,R,data_science,languages
623,46,SQL,data_science,languages
624,46,Tableau,data_science,bi_tools
625,46,Power BI,data_science,bi_tools
626,46,statistical analysis,data_science,concepts
627,46,communication,general,soft_skills
628,46,adaptability,general,soft_skills
629,46,collaboration,general,soft_skills
630,46,attention to detail,general,soft_skills
631,46,presentation,general,soft_skills
632,46,analytical,general,soft_skills
633,46,agile,general,soft_skills
634,47,Python,web_dev,languages
635,47,R,data_science,languages
636,47,SQL,data_science,languages
637,47,Tableau,data_science,bi_tools
638,47,Power BI,data_science,bi_tools
639,47,statistical analysis,data_science,concepts
640,47,communication,general,soft_skills
641,47,adaptability,general,soft_skills
642,47,collaboration,general,soft_skills
643,47,attention to detail,general,soft_skills
644,47,presentation,general,soft_skills
645,47,analytical,general,soft_skills
646,47,agile,general,soft_skills
647,48,Tableau,data_science,bi_tools
648,48,Power BI,data_science,bi_tools
649,48,communication,general,soft_skills
650,48,attention to detail,general,soft_skills
651,48,analytical,general,soft_skills
652,48,interpersonal,general,soft_skills
653,48,organization,general,soft_skills
654,49,leadership,general,soft_skills
655,49,organization,general,soft_skills
656,50,Power BI,data_science,bi_tools
657,50,data lake,data_science,concepts
658,50,Go,web_dev,languages
659,52,Python,web_dev,languages
660,52,R,data_science,languages
661,52,SQL,data_science,languages
662,52,SIEM,cyber_security,concepts
663,52,incident response,cyber_security,concepts
664,52,SOC,cyber_security,concepts
665,52,Splunk,cyber_security,tools
666,52,attention to detail,general,soft_skills
667,52,presentation,general,soft_skills
668,52,analytical,general,soft_skills
669,52,interpersonal,general,soft_skills
670,52,organization,general,soft_skills
671,53,Python,web_dev,languages
672,53,R,data_science,languages
673,53,SQL,data_science,languages
674,53,SIEM,cyber_security,concepts
675,53,incident response,cyber_security,concepts
676,53,SOC,cyber_security,concepts
677,53,Splunk,cyber_security,tools
678,53,attention to detail,general,soft_skills
679,53,presentation,general,soft_skills
680,53,analytical,general,soft_skills
681,53,interpersonal,general,soft_skills
682,53,organization,general,soft_skills
683,54,SQL,data_science,languages
684,54,SSIS,data_science,bi_tools
685,54,communication,general,soft_skills
686,54,teamwork,general,soft_skills
687,54,collaboration,general,soft_skills
688,54,presentation,general,soft_skills
689,54,analytical,general,soft_skills
690,54,organization,general,soft_skills
691,54,agile,general,soft_skills
692,54,scrum,general,soft_skills
693,55,Python,web_dev,languages
694,55,R,data_science,languages
695,55,SQL,data_science,languages
696,55,SIEM,cyber_security,concepts
697,55,incident response,cyber_security,concepts
698,55,SOC,cyber_security,concepts
699,55,Splunk,cyber_security,tools
700,55,attention to detail,general,soft_skills
701,55,presentation,general,soft_skills
702,55,analytical,general,soft_skills
703,55,interpersonal,general,soft_skills
704,55,organization,general,soft_skills
705,56,Python,web_dev,languages
706,56,R,data_science,languages
707,56,communication,general,soft_skills
708,56,collaboration,general,soft_skills
709,56,analytical,general,soft_skills
710,57,machine learning,data_science,concepts
711,58,machine learning,data_science,concepts
712,59,Python,web_dev,languages
713,59,TensorFlow,data_science,ml_ai_frameworks
714,59,PyTorch,data_science,ml_ai_frameworks
715,59,scikit-learn,data_science,ml_ai_frameworks
716,59,LangChain,data_science,ml_ai_frameworks
717,59,LlamaIndex,data_science,ml_ai_frameworks
718,59,Pandas,data_science,data_processing
719,59,NumPy,data_science,data_processing
720,59,MLflow,data_science,mlops
721,59,Seldon,data_science,mlops
722,59,machine learning,data_science,concepts
723,59,LLM,data_science,concepts
724,59,Docker,web_dev,devops_tools
725,59,AWS,web_dev,devops_tools
726,59,Azure,web_dev,devops_tools
727,59,GCP,web_dev,devops_tools
728,59,GitHub Actions,web_dev,devops_tools
729,59,Jenkins,web_dev,devops_tools
730,59,Terraform,web_dev,devops_tools
731,59,Ansible,web_dev,devops_tools
732,59,Prometheus,web_dev,devops_tools
733,59,Grafana,web_dev,devops_tools
734,59,communication,general,soft_skills
735,59,teamwork,general,soft_skills
736,59,leadership,general,soft_skills
737,59,collaboration,general,soft_skills
738,59,analytical,general,soft_skills
739,59,CI/CD,web_dev,devops_tools
740,60,machine learning,data_science,concepts
741,60,feature engineering,data_science,concepts
742,60,LLM,data_science,concepts
743,60,Backbone,web_dev,frontend_frameworks
744,60,collaboration,general,soft_skills
745,61,Python,web_dev,languages
746,61,TensorFlow,data_science,ml_ai_frameworks
747,61,PyTorch,data_science,ml_ai_frameworks
748,61,scikit-learn,data_science,ml_ai_frameworks
749,61,LangChain,data_science,ml_ai_frameworks
750,61,LlamaIndex,data_science,ml_ai_frameworks
751,61,Pandas,data_science,data_processing
752,61,NumPy,data_science,data_processing
753,61,MLflow,data_science,mlops
754,61,Seldon,data_science,mlops
755,61,machine learning,data_science,concepts
756,61,LLM,data_science,concepts
757,61,Docker,web_dev,devops_tools
758,61,AWS,web_dev,devops_tools
759,61,Azure,web_dev,devops_tools
760,61,GCP,web_dev,devops_tools
761,61,GitHub Actions,web_dev,devops_tools
762,61,Jenkins,web_dev,devops_tools
763,61,Terraform,web_dev,devops_tools
764,61,Ansible,web_dev,devops_tools
765,61,Prometheus,web_dev,devops_tools
766,61,Grafana,web_dev,devops_tools
767,61,communication,general,soft_skills
768,61,teamwork,general,soft_skills
769,61,leadership,general,soft_skills
770,61,collaboration,general,soft_skills
771,61,analytical,general,soft_skills
772,61,CI/CD,web_dev,devops_tools
773,62,Python,web_dev,languages
774,62,TensorFlow,data_science,ml_ai_frameworks
775,62,PyTorch,data_science,ml_ai_frameworks
776,62,scikit-learn,data_science,ml_ai_frameworks
777,62,LangChain,data_science,ml_ai_frameworks
778,62,LlamaIndex,data_science,ml_ai_frameworks
779,62,Pandas,data_science,data_processing
780,62,NumPy,data_science,data_processing
781,62,MLflow,data_science,mlops
782,62,Seldon,data_science,mlops
783,62,machine learning,data_science,concepts
784,62,LLM,data_science,concepts
785,62,Docker,web_dev,devops_tools
786,62,AWS,web_dev,devops_tools
787,62,Azure,web_dev,devops_tools
788,62,GCP,web_dev,devops_tools
789,62,GitHub Actions,web_dev,devops_tools
790,62,Jenkins,web_dev,devops_tools
791,62,Terraform,web_dev,devops_tools
792,62,Ansible,web_dev,devops_tools
793,62,Prometheus,web_dev,devops_tools
794,62,Grafana,web_dev,devops_tools
795,62,communication,general,soft_skills
796,62,teamwork,general,soft_skills
797,62,leadership,general,soft_skills
798,62,collaboration,general,soft_skills
799,62,analytical,general,soft_skills
800,62,CI/CD,web_dev,devops_tools
801,63,Python,web_dev,languages
802,63,R,data_science,languages
803,63,SQL,data_science,languages
804,63,Tableau,data_science,bi_tools
805,63,Power BI,data_science,bi_tools
806,63,machine learning,data_science,concepts
807,63,statistical analysis,data_science,concepts
808,63,data mining,data_science,concepts
809,63,compliance,cyber_security,concepts
810,63,communication,general,soft_skills
811,63,collaboration,general,soft_skills
812,63,attention to detail,general,soft_skills
813,63,analytical,general,soft_skills
